artist,album,track,uri,track_id,album_name,track_name,duration_ms,explicit,popularity,danceability,energy,mode,speechiness,acousticness,instrumentalness,liveness,valence,track_genre,artist_1,artist_2,artist_3,tempo_scaled,loudness_scaled
shy fx,soon come,soon come,spotify:track:2FgAvIPnk7PEx8IGSpe3NF,2fgavipnk7pex8igspe3nf,soon come,soon come,185359,0,52,0.812,0.666,1,0.131,0.419,0.103,0.236,0.795,drum-and-bass,shy fx,liam bailey,,0.3285834031852472,0.1476067825713672
burna boy,african giant,gum body (feat. jorja smith),spotify:track:5nUiz96J8ZSmwoSuL4sGvh,5nuiz96j8zsmwosul4sgvh,african giant,gum body (feat. jorja smith),195073,0,62,0.747,0.624,1,0.0864,0.182,0.0,0.0864,0.755,dancehall,burna boy,jorja smith,,0.3987845766974014,0.118716462760249
green day,american idiot,holiday / boulevard of broken dreams,spotify:track:0MsrWnxQZxPAcov7c74sSo,0msrwnxqzxpacov7c74sso,american idiot,holiday / boulevard of broken dreams,493400,1,72,0.29,0.827,1,0.0362,0.000659,2.55e-06,0.301,0.45,punk,green day,,,0.6865456995874628,0.0740502253702511
eagles,hotel california,hotel california - 2013 remaster,spotify:track:40riOy7x9W7GXjyGp4pjAv,40rioy7x9w7gxjygp4pjav,hotel california (2013 remaster),hotel california - 2013 remaster,391376,0,84,0.579,0.508,1,0.027,0.00574,0.000494,0.0575,0.609,country,eagles,,,0.6045272258106931,0.2035415325177076
nujabes,modal soul,feather (feat. cise starr & akin from cyne),spotify:track:2ej1A2Ze6P2EOW7KfIosZR,2ej1a2ze6p2eow7kfioszr,modal soul,feather (feat. cise starr & akin from cyne),175360,0,63,0.565,0.749,0,0.0769,0.655,0.432,0.106,0.881,chill,nujabes,cise star,akin yai,0.7420656443633615,0.1422622880446448
the beatles,rubber soul,norwegian wood (this bird has flown) - remastered 2009,spotify:track:1H7gMYGykdtwZOV6s1N0by,1h7gmygykdtwzov6s1n0by,rubber soul (remastered),norwegian wood (this bird has flown) - remastered 2009,124693,0,70,0.425,0.369,1,0.0379,0.183,0.00126,0.112,0.65,british,the beatles,,,0.7257408411814013,0.2548830221077485
aphex twin,selected ambient works 85-92,xtal,spotify:track:7o2AeQZzfCERsRmOM86EcB,7o2aeqzzfcersrmom86ecb,selected ambient works 85-92,xtal,293751,0,60,0.51,0.505,0,0.0344,0.342,0.96,0.117,0.318,ambient,aphex twin,,,0.4706046710385747,0.2801459540673965
peter frampton,frampton,show me the way,spotify:track:6BD1X1PeV5UzYUdiVaD2yL,5bi1xqmjk91dseq0bfe0ov,on air 70's hits,show me the way,243266,0,0,0.7,0.726,1,0.0329,0.436,1.11e-06,0.0914,0.64,blues,peter frampton,,,0.5346136778265372,0.1656149388280747
fela kuti,the best of the black president,shuffering and shmiling,spotify:track:1VMDd3MIBEYUy8i59LfCea,5yttdwlpq3yl09p0tsqm5e,the best of the black president,shuffering and shmiling,745386,0,16,0.825,0.837,0,0.0989,0.315,0.00014,0.0604,0.495,afrobeat,fela kuti,,,0.5054813207764245,0.144902339557845
the rolling stones,some girls,beast of burden - remastered 1994,spotify:track:77oU2rjC5XbjQfNe3bD6so,5pov3v37dntkvv93lwghqo,halloween scary party,beast of burden - remastered 1994,265173,0,0,0.784,0.879,0,0.0308,0.39,0.000848,0.0426,0.893,british,the rolling stones,,,0.4134493696892,0.0828718609143593
james brown & the famous flames,star time,i got you (i feel good),spotify:track:4Ue6iInwDC7Yi2RoCsYZd1,0v0xgdxuyjyncvdscspjvr,on air 70's hits,i got you (i feel good),168893,0,1,0.603,0.522,1,0.0978,0.335,1.06e-06,0.0917,0.705,funk,james brown & the famous flames,,,0.5886009894318163,0.1631036703155184
grateful dead,american beauty,friend of the devil,spotify:track:5ZLzl6T8JwqMTMdoE0nCbU,5zlzl6t8jwqmtmdoe0ncbu,american beauty,friend of the devil,201866,0,63,0.642,0.628,1,0.0358,0.334,8.29e-06,0.614,0.893,psych-rock,grateful dead,,,0.4245229525171342,0.2757673320455034
hozier,hozier,someone new,spotify:track:22sS7JkzeVeq4vOPCB6Fbj,22ss7jkzeveq4vopcb6fbj,hozier,someone new,222813,0,67,0.593,0.539,1,0.0349,0.407,2.31e-06,0.286,0.577,singer-songwriter,hozier,,,0.377939943789754,0.1276024898046791
ray charles,"ray charles (aka: hallelujah, i love her so)",mess around,spotify:track:7DJsL4jyXA39GDiHFQYQ0t,70mbn5a0cktwggmtrr0ixl,thanksgiving party,mess around,160226,0,0,0.565,0.962,1,0.064,0.437,0.0,0.056,0.906,blues,ray charles,,,0.6114261295465379,0.0639622236531445
redman,whut? thee album,tonight's da night,spotify:track:67mtN6BlsJR0LVyzvNZnGt,67mtn6blsjr0lvyzvnzngt,whut? thee album,tonight's da night,201373,1,63,0.697,0.687,1,0.379,0.26,4.8e-05,0.403,0.866,hardcore,redman,,,0.3708191575037391,0.2384631895256492
extreme,extreme ii - pornograffitti,more than words,spotify:track:1gVgkQFOKa8Wc1HYsJtPdH,6cvdqenzloebktbjl5yudk,90's music grandi successi,more than words,337828,0,0,0.626,0.242,1,0.0269,0.43,1.09e-06,0.119,0.228,funk,extreme,,,0.3749774008513715,0.1858124060957287
2pac,r u still down? [remember me],do for love,spotify:track:4AE7Lj39VnSZNOmGH2iZaq,4ae7lj39vnsznomgh2izaq,r u still down? [remember me],do for love,281600,1,75,0.874,0.63,1,0.298,0.0578,0.00479,0.0582,0.717,funk,2pac,,,0.3903489308548231,0.0769263790512986
fela kuti,the best of the black president,zombie,spotify:track:6JV2lKW9sa9MHaA6InevrV,3rzopvphzspttc94dfwscl,zombie,zombie,745653,0,41,0.672,0.942,0,0.186,0.386,0.0142,0.384,0.574,afrobeat,fela kuti,,,0.5401196522196472,0.1104099592187165
chaka khan,i feel for you,i feel for you,spotify:track:5yR9u8QiOt8hJaddv32oo7,7dciootp3barrhoszlknuj,ok boomers - top tunes,i feel for you,218880,0,0,0.794,0.925,1,0.0625,0.0118,0.32,0.197,0.924,disco,chaka khan,,,0.5131280508850649,0.0810259712384632
flying lotus,you're dead!,never catch me,spotify:track:6CTG85NJI1Wm60pxTSRNwL,6ctg85nji1wm60pxtsrnwl,you're dead!,never catch me,234486,0,57,0.526,0.936,1,0.263,0.316,0.000384,0.261,0.283,j-dance,flying lotus,kendrick lamar,,0.3340770507700146,0.0981970379909852
j boog,backyard boogie,let's do it again,spotify:track:4TBtGrMgUYH7D5Tf5HLvyz,4tbtgrmguyh7d5tf5hlvyz,backyard boogie,let's do it again,192177,0,64,0.631,0.696,0,0.211,0.578,0.0,0.0784,0.927,j-pop,j boog,,,0.7130524464605624,0.1208413822708736
chris brown,slime & b,go crazy,spotify:track:1IIKrJVP1C9N7iPtG6eOsK,1iikrjvp1c9n7iptg6eosk,slime & b,go crazy,176960,1,78,0.755,0.578,0,0.145,0.316,0.0,0.25,0.581,dance,chris brown,young thug,,0.3868481172854724,0.1916934964584675
nsg,options,options,spotify:track:2cytBOLpwFRX7J9URCrFIe,2cytbolpwfrx7j9urcrfie,options,options,240081,1,59,0.836,0.621,0,0.0892,0.387,9.16e-05,0.104,0.762,dancehall,nsg,tion wayne,,0.4190909389740808,0.1005365958360163
aretha franklin,aretha now,i say a little prayer,spotify:track:3NfxSdJnVdon1axzloJgba,3nfxsdjnvdon1axzlojgba,aretha now,i say a little prayer,216773,0,75,0.592,0.355,1,0.0352,0.478,0.0,0.0585,0.499,blues,aretha franklin,,,0.5466199891524087,0.3015668598411676
peter tosh,mama africa,johnny b. goode - 2002 remaster,spotify:track:5uPYEStMW3KsXnnLV7iCTw,5upyestmw3ksxnnlv7ictw,mama africa,johnny b. goode - 2002 remaster,244253,0,61,0.749,0.849,0,0.0544,0.0299,0.000168,0.115,0.959,dub,peter tosh,john benitez,,0.596490146771198,0.1236316806181584
george jones,i get lonely in a hurry,the race is on,spotify:track:2LyRC7gfWFJd6JI5i8fTJe,62oqbigjvruggcfv3e3lfk,country heart: 24 favorite songs,the race is on,124800,0,22,0.653,0.487,1,0.0341,0.723,0.0,0.17,0.921,honky-tonk,george jones,,,0.3614343474187663,0.2720970165271518
dire straits,dire straits,sultans of swing,spotify:track:37Tmv4NnfQeb0ZgUC4fOJj,37tmv4nnfqeb0zguc4fojj,dire straits,sultans of swing,348400,0,81,0.733,0.794,1,0.0307,0.0614,0.0367,0.33,0.931,rock,dire straits,,,0.6088374997945533,0.2151105387422194
22gz,fallen blixkys,fallen blixkys,spotify:track:4lR9H6inBbbYtjYD7bJz0F,0vljlybfvhaqbc5qbdhawu,new grooves,fallen blixkys,134137,1,0,0.888,0.566,1,0.403,0.13,0.0,0.121,0.488,r-n-b,22gz,,,0.5874710320003944,0.1102167847177506
the beatles,let it be,don’t let me down - first rooftop performance,spotify:track:3CzwTMrxcrEWwDWJpOd8fg,40xegngfchgyw7y0ue1gig,let it be (super deluxe),don’t let me down - first rooftop performance,209453,0,57,0.455,0.502,1,0.0493,0.699,0.000156,0.094,0.674,british,the beatles,,,0.6711823874562398,0.1617943764756386
frank zappa,apostrophe('),uncle remus,spotify:track:4PPwkLq2ld1k09Bl5NkyZB,4ppwklq2ld1k09bl5nkyzb,apostrophe('),uncle remus,169600,0,58,0.484,0.66,1,0.0358,0.034,0.0812,0.0893,0.742,psych-rock,frank zappa,,,0.3229253981559094,0.2395793088645632
queen,a night at the opera,bohemian rhapsody - remastered 2011,spotify:track:4u7EnebtmKWzUH433cf5Qv,4u7enebtmkwzuh433cf5qv,a night at the opera (2011 remaster),bohemian rhapsody - remastered 2011,354320,0,82,0.414,0.404,0,0.0499,0.271,0.0,0.3,0.224,rock,queen,,,0.2921659024045494,0.2130714745653574
afro b,fine wine & hennessy,fine wine & hennessy,spotify:track:0AR4SnxRpOGiDaNdi1Vgli,63yteyugkfyu8desvfamix,afrowave 3,fine wine & hennessy,190588,0,51,0.742,0.416,0,0.271,0.000972,0.0,0.0688,0.692,dancehall,afro b,slim jxmmi,,0.2765396183620137,0.1555484009444087
nas,illmatic,life's a bitch (feat. az & olu dara),spotify:track:2LhhnqrHPWvXYveZVHLKrd,2lhhnqrhpwvxyvezvhlkrd,illmatic,life's a bitch (feat. az & olu dara),210840,1,63,0.775,0.734,1,0.215,0.00138,0.0,0.304,0.342,hardcore,nas,az,olu dara,0.3698083592196308,0.1160978750804894
m-beat,knowledge,incredible,spotify:track:2Q9F3D53QeclwbsY24cuxO,2q9f3d53qeclwbsy24cuxo,knowledge,incredible,269866,0,56,0.807,0.903,1,0.113,0.211,3.13e-06,0.0565,0.94,drum-and-bass,m-beat,general levy,,0.6781141626809986,0.2380124490233955
gesaffelstein,blast off (feat. pharrell williams),blast off (feat. pharrell williams),spotify:track:095nyFKlTwa9JIp9cVrHOF,095nyfkltwa9jip9cvrhof,blast off (feat. pharrell williams),blast off (feat. pharrell williams),215973,0,49,0.627,0.505,1,0.0549,0.197,0.0149,0.0583,0.146,club,gesaffelstein,pharrell williams,,0.4109141561067008,0.2716892036917794
projexx,caution / turn around,caution,spotify:track:4g1TUIuoKWYYnJD0a8hrzb,4g1tuiuokwyynjd0a8hrzb,caution / turn around,caution,155295,1,46,0.902,0.48,1,0.087,0.154,0.000115,0.105,0.553,j-dance,projexx,juls,,0.4191977713130516,0.1649066323245331
sophie,oil of every pearl's un-insides,ponyboy,spotify:track:48XnOS1vTyzqaPps0Dalzp,30lib7uwsly5qgkfyzetb1,oil of every pearl's un-insides,ponyboy,194437,0,44,0.823,0.381,1,0.0889,0.000497,0.000542,0.14,0.46,club,sophie,,,0.4437486645957628,0.1582099162910496
hank williams,memorial album,your cheatin' heart,spotify:track:0WwmFdGXe7Yky4T2J1oqLk,0wwmfdgxe7yky4t2j1oqlk,memorial album (expanded edition),your cheatin' heart,164373,0,50,0.662,0.236,1,0.0285,0.766,2.39e-05,0.0798,0.653,honky-tonk,hank williams,drifting cowboys,,0.5253274822083066,0.2496243829147886
eminem,the marshall mathers lp,stan,spotify:track:3UmaczJpikHgJFyBTAJVoz,3umaczjpikhgjfybtajvoz,the marshall mathers lp,stan,404106,1,85,0.78,0.768,0,0.238,0.0371,2.34e-06,0.518,0.507,hip-hop,eminem,dido,,0.3289737521161021,0.0928096157973814
bob seger,night moves,night moves,spotify:track:6UBjSnyP1O5W5ndJoO9vUk,6ubjsnyp1o5w5ndjoo9vuk,night moves,night moves,324422,0,72,0.705,0.743,1,0.042,0.432,0.0133,0.103,0.374,hard-rock,bob seger,,,0.4871225942179051,0.1423052157115261
ralph stanley,"something old, something new",gloryland,spotify:track:4fLrqfArtp3dltUixmWHUA,2eqxq03qo0onnd2vpkyisp,ralph stanley & the clinch mountain boys 1971-1973,gloryland,161386,0,25,0.335,0.0617,1,0.0345,0.98,0.000433,0.139,0.238,bluegrass,ralph stanley,,,0.693074799073024,0.3192315947628247
pj harvey,"stories from the city, stories from the sea",this mess we're in,spotify:track:6B883Q5YfLvb79uqB5g6YO,3vnfsxbba4dpkympf5jm1b,"stories from the city, stories from the sea",this mess we're in,235840,0,59,0.541,0.572,1,0.0277,0.0266,0.186,0.0925,0.406,piano,pj harvey,thom yorke,,0.5189668491034302,0.2067611075338056
nina simone,pastel blues,sinnerman,spotify:track:5xRP5iyVdGglqlY4Vcjhkx,5xrp5iyvdgglqly4vcjhkx,pastel blues,sinnerman,622000,0,63,0.436,0.543,0,0.0962,0.654,9.35e-06,0.0937,0.663,blues,nina simone,,,0.6092812648948934,0.2865421764327109
alice in chains,dirt,would? (2022 remaster),spotify:track:5sFDReWLrZHLFZFjHsjUTS,5sfdrewlrzhlfzfjhsjuts,dirt (2022 remaster),would? (2022 remaster),206773,0,73,0.305,0.833,1,0.0398,0.000327,2.36e-05,0.091,0.586,grunge,alice in chains,,,0.4136671433032559,0.171281390856407
duke ellington,duke ellington & john coltrane,in a sentimental mood,spotify:track:0PrGgNDwfJPNXADJYROvBw,75u8rkm5cgomn5e3vjodpt,best christmas songs 2022 | for under the mistletoe,in a sentimental mood,256293,0,0,0.445,0.278,0,0.0313,0.914,0.00577,0.101,0.262,classical,duke ellington,john coltrane,,0.4070229936064954,0.2550118051083924
jpegmafia,bald!,bald!,spotify:track:5QAUGlyYPPnis3e8ln0qiz,3djwekedgbhatkxgdfnbft,ep!,bald!,153932,1,58,0.594,0.917,1,0.3,0.0372,0.0,0.495,0.675,industrial,jpegmafia,,,0.6356647436845652,0.0511053874221936
kendrick lamar,damn. collectors edition.,humble.,spotify:track:2UfjAfWifu3luAzUxJdzjR,7kxjtscq5nl1loytl7xaws,damn.,humble.,177000,1,84,0.908,0.621,0,0.102,0.000282,5.39e-05,0.0958,0.421,hip-hop,kendrick lamar,,,0.6163856154364512,0.1424554625456107
frank ocean,channel orange,pink matter,spotify:track:1fOkmYW3ZFkkjIdOZSf596,1fokmyw3zfkkjidozsf596,channel orange,pink matter,268813,1,72,0.392,0.233,0,0.0587,0.951,0.000322,0.106,0.494,soul,frank ocean,andré 3000,,0.7255107407590026,0.2363382700150247
cream,disraeli gears,sunshine of your love,spotify:track:6FRwDxXsvSasw0y2eDArsz,0cqsyvag0a9qpcdhjsx2qw,fiesta temática 60s,sunshine of your love,250240,0,0,0.683,0.522,1,0.0377,0.507,0.000137,0.121,0.764,blues,cream,,,0.4728234965402758,0.2385919725262932
shaggy,boombastic,boombastic,spotify:track:4fxF8ljwryMZX5c9EKrLFE,66qo2do5m8ayhcylwqbgug,90's music grandi successi,boombastic,246920,0,1,0.852,0.887,1,0.263,0.246,1.87e-05,0.311,0.788,reggae,shaggy,,,0.6515334549578423,0.0958789439793947
the clash,combat rock (remastered),should i stay or should i go - remastered,spotify:track:39shmbIHICJ2Wxnk1fPSdz,39shmbihicj2wxnk1fpsdz,combat rock (remastered),should i stay or should i go - remastered,188986,0,80,0.743,0.836,1,0.116,0.0804,0.0,0.384,0.82,punk-rock,the clash,,,0.4658506319543744,0.1387422193603777
afro b,afrowave 2,drogba (joanna),spotify:track:4E0teOQQQwagLVvQ7VfYm1,4e0teoqqqwaglvvq7vfym1,afrowave 2,drogba (joanna),199000,0,64,0.966,0.633,1,0.101,0.0206,4.06e-06,0.0715,0.767,dancehall,afro b,,,0.4438102986374768,0.1371753595192102
michael kiwanuka,love & hate,love & hate,spotify:track:7oOEFDLSQscl0uGulnIEmG,7ooefdlsqscl0ugulniemg,love & hate,love & hate,427093,0,65,0.278,0.494,0,0.029,0.157,0.000407,0.173,0.527,british,michael kiwanuka,,,0.6971262100816856,0.1685340201760035
frank ocean,blonde,white ferrari,spotify:track:2LMkwUfqC6S6s6qDVlEuzV,2lmkwufqc6s6s6qdvleuzv,blonde,white ferrari,248807,0,79,0.501,0.0958,1,0.0433,0.77,0.0,0.298,0.204,soul,frank ocean,,,0.4468098220008875,0.3349216570079416
ramones,ramones,blitzkrieg bop - 2016 remaster,spotify:track:4KcH1ZRV2W1q7Flq0QqC76,4kch1zrv2w1q7flq0qqc76,ramones (40th anniversary deluxe edition; 2016 remaster),blitzkrieg bop - 2016 remaster,134466,0,73,0.385,0.783,1,0.233,0.000269,0.47,0.108,0.902,punk-rock,ramones,,,0.7260531203260852,0.0543464262717321
fall out boy,american beauty/american psycho,centuries,spotify:track:04aAxqtGp5pv12UXAg4pkq,04aaxqtgp5pv12uxag4pkq,american beauty/american psycho,centuries,228360,0,80,0.393,0.858,0,0.0729,0.00359,0.0,0.102,0.56,emo,fall out boy,,,0.7233453314267869,0.0615368104743507
benny the butcher,johnny p's caddy,johnny p's caddy,spotify:track:6AshXllQhobwSXsdpgp41w,6ashxllqhobwsxsdpgp41w,johnny p's caddy,johnny p's caddy,225000,1,63,0.535,0.819,1,0.455,0.584,0.0,0.16,0.581,r-n-b,benny the butcher,j. cole,,0.6181935473267262,0.1457608928954712
osibisa,the very best of,dance the body music,spotify:track:74ZV02rTNGS72yVMhuydmg,74zv02rtngs72yvmhuydmg,the very best of,dance the body music,229480,0,27,0.731,0.831,0,0.0366,0.0132,0.000148,0.0338,0.973,afrobeat,osibisa,,,0.4968484460003615,0.1634256278171282
kate bush,hounds of love,cloudbusting,spotify:track:373vZ0g1dpWaUcrbh0WKhd,5atq2hakp5lt65wm0kuts3,hounds of love,cloudbusting,310160,0,62,0.68,0.248,0,0.0328,0.696,8.88e-06,0.0839,0.812,piano,kate bush,,,0.4635126473053597,0.3748443872075553
nas,it was written,the message,spotify:track:1AHfovSnGPVYKaahRtA0U6,1ahfovsngpvykaahrta0u6,it was written,the message,234093,1,65,0.614,0.543,1,0.374,0.00776,3.28e-05,0.383,0.485,hardcore,nas,,,0.7331245993787289,0.154045932603563
bob dylan,pat garrett & billy the kid,knockin' on heaven's door,spotify:track:6HSXNV0b4M4cLJ7ljgVVeh,6hsxnv0b4m4clj7ljgvveh,pat garrett & billy the kid (soundtrack from the motion picture),knockin' on heaven's door,149880,0,73,0.513,0.396,1,0.0299,0.251,0.177,0.11,0.229,country,bob dylan,,,0.5761057147083477,0.2803176647349217
max romeo,war ina babylon,chase the devil,spotify:track:2kPQbvKYxJV2z5q2wNps7n,5tyqmdygd1fszsjyyo89yk,twisted halloween hits,chase the devil,206306,0,0,0.825,0.62,1,0.207,0.183,0.0,0.0822,0.745,dub,max romeo,the upsetters,,0.6173388886149598,0.1305430349860485
the notorious b.i.g.,ready to die,who shot ya? - 2005 remaster,spotify:track:2KFg8kjYy0rYjWsXGhEQHN,2kfg8kjyy0ryjwsxgheqhn,ready to die (the remaster),who shot ya? - 2005 remaster,319360,1,67,0.831,0.682,1,0.238,0.256,0.0,0.494,0.6,hardcore,the notorious b.i.g.,,,0.3770811761418733,0.1222579952779566
talking heads,talking heads '77,psycho killer - 2005 remaster,spotify:track:1i6N76fftMZhijOzFQ5ZtL,6uoc1lu3r0pkc7lhhpsgtt,ok boomers - top tunes,psycho killer - 2005 remaster,261413,0,0,0.721,0.521,1,0.0613,0.0708,0.00545,0.127,0.942,funk,talking heads,,,0.5058839965156221,0.1743292552049796
greta van fleet,from the fires,black smoke rising,spotify:track:32BEasyNQgqXQJKoVa0fUw,32beasynqgqxqjkova0fuw,from the fires,black smoke rising,259893,0,68,0.558,0.902,1,0.0464,0.197,0.000148,0.0852,0.572,blues,greta van fleet,,,0.4110045527012146,0.0862202189311011
juls,blessed,blessed,spotify:track:7jrfqHvcRvJluOlCGJU54G,7jrfqhvcrvjluolcgju54g,blessed,blessed,188307,1,54,0.829,0.433,0,0.174,0.143,0.00252,0.13,0.679,dancehall,juls,miraa may,donae'o,0.5343712505957957,0.2538527581025971
jimmy rogers,chicago bound,walking by myself,spotify:track:36ccrof5DFicLrejE4hEye,36ccrof5dficlreje4heye,chicago bound,walking by myself,167266,0,50,0.621,0.519,0,0.102,0.837,0.00246,0.162,0.775,acoustic,jimmy rogers,,,0.4807660700491428,0.286048508263576
mariya takeuchi,expressions,plastic love,spotify:track:7rU6Iebxzlvqy5t857bKFq,7ru6iebxzlvqy5t857bkfq,expressions,plastic love,294493,0,65,0.648,0.875,0,0.034,0.0747,9.64e-05,0.196,0.857,j-idol,mariya takeuchi,,,0.4212358036257252,0.1103241038849539
ernest tubb,retrospective,waltz across texas,spotify:track:2sRQWq9NELigoO4xRB9s3r,2srqwq9neligoo4xrb9s3r,retrospective (volume 2),waltz across texas,158866,0,46,0.621,0.395,1,0.0311,0.64,0.0,0.33,0.589,honky-tonk,ernest tubb,,,0.4032756438702891,0.2605065464691993
the rolling stones,the rolling stones singles collection: the london years,sympathy for the devil,spotify:track:75zMKn5euxQdlkZgu4P42J,66llz6mdjjy5q2jwwgjpcw,helloween party,sympathy for the devil,377746,0,1,0.636,0.67,1,0.257,0.582,0.0,0.0453,0.572,british,the rolling stones,,,0.4748985092779777,0.2351792230092295
jimi hendrix,axis: bold as love,little wing,spotify:track:1Eolhana7nKHYpcYpdVcT5,1eolhana7nkhypcypdvct5,axis: bold as love,little wing,145746,0,71,0.515,0.534,1,0.0768,0.181,0.00278,0.0547,0.426,blues,jimi hendrix,,,0.2908140624229574,0.1726550761966088
metronomy,the english riviera,the look,spotify:track:6zfczP87XO2SxWlQtnjFNa,6zfczp87xo2sxwlqtnjfna,the english riviera,the look,277653,0,71,0.638,0.535,0,0.0415,0.623,0.0391,0.0837,0.504,electronic,metronomy,,,0.3490417960981543,0.1672247263361237
glen campbell,gentle on my mind,gentle on my mind - remastered 2001,spotify:track:0mLoTgCB8oU0sJGojRtvDu,11uf6alwbncawm0v7cezx9,(60's) sixties collected volume 2,gentle on my mind - remastered 2001,178626,0,0,0.597,0.415,1,0.0323,0.189,0.0,0.122,0.826,country,glen campbell,,,0.4478206202849958,0.2961579738141232
the mamas & the papas,all the leaves are brown the golden era collection,california dreamin',spotify:track:1ZEOIhSn6BKErV59bIgn76,1zeoihsn6bkerv59bign76,all the leaves are brown the golden era collection,california dreamin',160373,0,69,0.548,0.728,0,0.0367,0.424,0.0,0.0525,0.649,folk,the mamas & the papas,,,0.4615650115871998,0.1423052157115261
"crosby, stills & nash","crosby, stills & nash",helplessly hoping - 2005 remaster,spotify:track:1UKobFsdqNXQb8OthimCKe,1ukobfsdqnxqb8othimcke,"crosby, stills & nash",helplessly hoping - 2005 remaster,157893,0,68,0.483,0.159,1,0.0353,0.914,0.0,0.111,0.423,blues,"crosby, stills & nash",,,0.6028672156205316,0.2929169349645847
mac demarco,salad days,chamber of reflection,spotify:track:5oeOWXjH8NZFOWP0SpSXqV,7h7nyz3g075gqpx2evsfeb,salad days,chamber of reflection,231723,0,82,0.538,0.557,1,0.0914,0.262,0.914,0.102,0.506,edm,mac demarco,,,0.5383938990516576,0.1862416827645417
faces,ooh la la,ooh la la,spotify:track:4lJ6YVXQ0jUk5ILu0PSrA4,4lj6yvxq0juk5ilu0psra4,ooh la la,ooh la la,214080,0,71,0.601,0.574,1,0.03,0.579,1.14e-05,0.216,0.8,psych-rock,faces,,,0.6079746232105583,0.1752522000429277
flying lotus,black balloons reprise,black balloons reprise,spotify:track:0HU1Jg7UaFattjIvmah71I,2cszlnxbmuw6etzurxduzf,flamagra,black balloons reprise,161971,0,52,0.647,0.72,0,0.14,0.0945,0.0,0.121,0.134,j-dance,flying lotus,denzel curry,,0.3618370231579639,0.1309937754883022
nina simone,broadway-blues-ballads,don't let me be misunderstood,spotify:track:7M9pPyt8Gr41THLhbz4NSB,7m9ppyt8gr41thlhbz4nsb,broadway-blues-ballads,don't let me be misunderstood,166200,0,60,0.388,0.501,0,0.0731,0.778,0.0,0.305,0.532,blues,nina simone,,,0.6506418158210476,0.2424339987121699
the notorious b.i.g.,ready to die,gimme the loot - 2005 remaster,spotify:track:1xIxMz1sNQ4b6svH1GuTtF,1xixmz1snq4b6svh1guttf,ready to die (the remaster),gimme the loot - 2005 remaster,285946,1,67,0.721,0.662,1,0.403,0.0888,0.0,0.178,0.68,hardcore,the notorious b.i.g.,,,0.3870248015383857,0.1746082850397081
nas,it was written,"affirmative action (feat. az, cormega & foxy brown)",spotify:track:2Ja3UauMDeQnq4sI8a64Ys,2ja3uaumdeqnq4si8a64ys,it was written,"affirmative action (feat. az, cormega & foxy brown)",259800,1,58,0.665,0.566,0,0.443,0.484,0.0,0.16,0.755,hardcore,nas,az,cormega,0.7141495324030702,0.1976389783215282
mobb deep,the infamous,survival of the fittest,spotify:track:7N1Vjtzr1lmmCW9iasQ8YO,7n1vjtzr1lmmcw9iasq8yo,the infamous,survival of the fittest,224533,1,71,0.813,0.703,0,0.268,0.125,1.26e-06,0.237,0.241,hardcore,mobb deep,,,0.3896421938431701,0.1089504185447521
gnarls barkley,st. elsewhere,crazy,spotify:track:1vxw6aYJls2oq3gW0DujAo,1vxw6ayjls2oq3gw0dujao,st. elsewhere,crazy,177466,0,76,0.855,0.587,1,0.0336,0.0505,0.00714,0.105,0.64,soul,gnarls barkley,,,0.4600775767138372,0.0984760678257137
the white stripes,white blood cells,we're going to be friends,spotify:track:4YSUtdZtwDRKTFeWfCBoeY,13lzdbwonghoflqlqifdtz,white blood cells,we're going to be friends,140178,0,67,0.534,0.441,1,0.0303,0.661,0.0,0.0934,0.439,blues,the white stripes,,,0.398603783508374,0.1234385061171925
stan getz,getz for lovers,the girl from ipanema,spotify:track:2awrRfYfbI8uvHi2yvnT3C,3898c4abdbptwyet6547e5,the girl from ipanema - the bossa nova years,the girl from ipanema,321826,0,68,0.664,0.194,0,0.0357,0.909,3.85e-05,0.0829,0.443,jazz,stan getz,joão gilberto,astrud gilberto,0.5335987706063146,0.3323889246619447
lynyrd skynyrd,pronounced' leh-'nerd 'skin-'nerd,simple man,spotify:track:1ju7EsSGvRybSNEsRvc7qY,1ju7essgvrybsnesrvc7qy,pronounced' leh-'nerd 'skin-'nerd,simple man,356626,0,74,0.422,0.752,1,0.0449,0.0366,0.000119,0.129,0.403,blues,lynyrd skynyrd,,,0.4950076426211725,0.1863275380983043
nicki minaj,super freaky girl,super freaky girl,spotify:track:4C6Uex2ILwJi9sZXRdmqXp,4c6uex2ilwji9szxrdmqxp,super freaky girl,super freaky girl,170977,1,92,0.95,0.891,1,0.241,0.0645,1.77e-05,0.309,0.912,dance,nicki minaj,,,0.5465295925578949,0.0569220862846104
ice cube,greatest hits,it was a good day,spotify:track:2GrOq1y5gksYrqkc8Jzl9T,2qom7uklyhuxwyr4zwlwxa,the predator,it was a good day,260000,1,82,0.798,0.744,0,0.136,0.33,0.000106,0.292,0.794,funk,ice cube,,,0.3383955426261032,0.1143378407383559
the beatles,the beatles,while my guitar gently weeps - remastered 2009,spotify:track:389QX9Q1eUOEZ19vtzzI9O,389qx9q1euoez19vtzzi9o,the beatles (remastered),while my guitar gently weeps - remastered 2009,285000,0,70,0.453,0.654,0,0.0317,0.0205,0.00395,0.172,0.702,british,the beatles,,,0.4725276531400489,0.1900407812835373
